,word,feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,d,difficultyLevel
275,lowly,0.753371595,-0.160399556,0.541900941,0.079659381,-0.006093417,-0.142096597,3.4,3
276,stove,0.114491848,0.783840394,0.163671664,0.173312923,0.104407037,0.254720452,3.16,2
277,shall,0.023336601,0.511184231,0.505345173,0.021507884,0.329141999,-0.065342681,3.02,2
278,found,0.211485777,0.055384964,0.939930401,0.054728784,-0.330407806,0.186783973,3.21,3
279,nymph,0.466162553,-0.712014318,0.421881066,0.213264331,0.114678467,0.513211171,2.67,1
280,epoxy,0.559186963,0.320226619,-0.350841748,0.358862087,-0.054464892,0.183329326,3.11,2
281,depot,-0.249005949,0.014156063,-0.025030257,0.279295154,0.038738995,0.069871241,2.47,1
282,chest,-0.779876951,0.462803581,0.032539685,0.24087622,-0.038031979,-0.105582984,2.04,0
283,purge,0.181038964,0.001288626,-0.129899415,0.356276497,-0.266656432,-0.120913774,2.68,1
284,slosh,0.28949795,0.160076883,-0.182290964,0.274112577,0.431487826,-0.161680974,2.85,2
285,their,-0.89484411,0.088853106,0.178480925,0.225052104,0.027293667,-0.008350771,1.99,0
286,renew,-0.049816802,0.625814405,0.191128593,0.136016902,0.285351434,-0.202867459,2.82,2
287,allow,-0.158617236,0.322079666,0.500094639,0.062054013,0.419245138,0.066176753,2.78,2
288,saute,-0.115541396,-0.157266714,-0.434474583,0.472772352,0.033510832,-0.199408793,2.3,0
289,movie,-0.102218634,0.628035054,0.385769671,0.175156593,-0.266885854,-0.009891329,2.89,2
290,cater,0.253734407,0.373877475,0.357011744,0.256374163,-0.06264439,0.12417783,3.09,2
291,tease,-0.680986125,-0.099882707,0.251940511,0.201215791,0.572726009,-0.279300032,2.06,0
292,smelt,0.252747139,0.059333262,-0.365811847,0.435606643,0.184284793,0.136301465,2.81,2
293,focus,-0.268949721,0.463078997,0.397242006,0.190393838,-0.423343061,-0.210407244,2.64,1
294,today,-0.50236849,0.064979879,0.479920411,0.193155965,-0.216360844,-0.113801689,2.38,1
295,watch,0.387510113,0.537244627,0.753986138,0.12988364,-0.142799419,0.391441718,3.58,3
296,lapse,-0.266910077,0.105147201,-0.27669108,0.415618431,0.164760333,-0.032239214,2.34,0
297,month,-0.40818045,-0.203651871,0.694148528,0.15270975,-0.214857671,0.01365137,2.5,1
298,sweet,0.119227412,0.555208054,-0.062537094,0.278620296,0.361294745,-0.237008822,2.85,2
299,hoard,-0.152022316,-0.25849614,-0.168130695,0.441450848,-0.115247711,-0.125035782,2.3,0
300,cloth,-0.513551825,-0.315402839,0.47772111,0.235707458,-0.095390432,0.049013316,2.25,0
301,brine,0.062579497,-0.078974938,-0.124012052,0.446894116,-0.161755644,-0.086796024,2.53,1
302,ahead,-0.22043918,0.564040272,0.35636789,0.154282649,0.364141406,-0.178766929,2.71,1
303,mourn,-0.364770161,-0.37457972,0.404448908,0.283335839,-0.093700225,0.019612872,2.36,0
304,nasty,-0.313761728,0.295059902,0.256725144,0.293776043,-0.087046574,-0.052306432,2.54,1
305,rupee,0.434585119,0.106544698,-0.215746787,0.389463193,0.232847183,-0.348939961,2.88,2
306,choke,-0.127055059,-0.014197696,-0.28832252,0.481828841,-0.246028507,-0.200823372,2.31,0
307,chant,-0.355995689,-0.180360123,0.089826045,0.380669368,-0.166782977,-0.07934886,2.24,0
308,spill,-0.085650696,-0.042567211,0.17235882,0.281501237,0.362446747,-0.122139432,2.55,1
309,vivid,0.344913074,0.069175537,0.819777556,0.09110105,-0.009226711,-0.111398746,3.23,3
310,bloke,0.242968641,0.009238504,-0.27422397,0.509940562,-0.199419693,-0.109626832,2.71,1
311,trove,0.486510872,0.272722221,-0.083642958,0.445354569,0.019141129,0.212029723,3.14,2
312,thorn,-0.641840058,-0.541705466,0.112631952,0.398869234,0.034784437,-0.00203783,1.98,0
313,other,-0.517528127,0.272394773,0.322502136,0.285311872,0.24379692,0.289271835,2.49,1
314,tacit,0.201969336,-0.200422741,0.259064244,0.308943607,0.263008514,-0.154260031,2.77,2
315,swill,1.001692477,0.175456354,0.084412517,0.334100772,0.342329149,0.079019,3.65,3
316,dodge,0.321767526,0.349060421,0.43845458,0.23015825,0.156898857,-0.13304007,3.09,2
317,shake,0.235692913,0.747873631,0.134396938,0.374109991,0.001181039,0.091361391,3.15,2
318,caulk,0.361713185,-0.204762741,-0.067047571,0.494885823,-0.17230501,0.021924228,2.83,2
319,aroma,-0.190029188,0.052084279,0.274781756,0.289359966,0.496906665,-0.095552106,2.57,1
320,cynic,0.124050039,-0.721155223,0.314495279,0.351076612,0.246832875,-0.107620234,2.57,1
321,robin,-0.003059935,-0.611643778,-0.063178354,0.516290568,0.01661528,0.039307535,2.43,1
322,ultra,-0.13166396,-0.298222586,0.066176229,0.443017417,0.265959678,0.268827974,2.57,1
323,ulcer,0.096624304,0.129134052,0.178407973,0.393737702,0.119159097,0.248907113,2.91,2
324,pause,-0.363703575,0.457163251,0.15295793,0.392604818,0.001578869,-0.092105077,2.49,1
325,humor,-0.216453717,-0.149028204,0.593282258,0.295676359,-0.056201898,0.151553867,2.67,1
326,frame,-0.143855709,0.624299539,0.200733263,0.393134976,-0.105073035,0.001344344,2.79,2
327,elder,0.404846873,0.301558746,0.293292752,0.310845579,0.513377887,0.012477257,3.27,3
328,skill,-0.060837258,0.368872638,0.595942871,0.198280257,0.379188315,0.022162756,2.92,2
329,aloft,0.012894035,-0.013417143,0.005557991,0.474337722,0.099441204,0.175286358,2.66,1
330,pleat,-0.04147024,-0.120183995,-0.360101915,0.623459019,0.064274576,-0.045570886,2.37,1
331,shard,0.004679331,0.308875341,0.053234743,0.476101056,0.014915414,0.044906553,2.73,1
332,moist,-0.564637514,-0.021964437,0.121673231,0.477325187,-0.068355114,-0.111755782,2.1,0
333,those,-0.762693712,0.381296436,0.156660106,0.415712018,0.097274015,-0.044090278,2.11,0
334,light,-0.291986579,-0.281740751,0.644301052,0.350576451,0.042872514,0.278684813,2.56,1
335,wrung,0.342807759,-0.505394828,0.092843318,0.507277912,-0.061280469,0.166099346,2.82,2
336,could,-0.472830762,-0.277830895,0.765123028,0.307647578,-0.24025052,-0.059177401,2.38,1
337,perky,0.497776075,0.040254827,-0.074194166,0.579164803,-0.360680538,-0.169078196,2.95,2
338,mount,-0.383101919,-0.441486832,0.491458232,0.413531345,-0.153631697,-0.034837384,2.35,0
339,whack,0.137609638,-0.124791922,-0.031408228,0.54432636,-0.158330761,0.071922259,2.65,1
340,sugar,-0.430221767,0.481450093,0.316285252,0.393093319,-0.004178982,-0.007131132,2.55,1
341,knoll,0.676284788,-0.44595148,0.284446409,0.41867581,0.418081797,0.08894814,3.23,3
342,crimp,0.008942196,-0.698015982,0.021165849,0.581118536,-0.014948732,0.059415641,2.43,1
343,wince,0.096535962,0.374857949,0.299811486,0.434532707,-0.196325824,0.025624356,2.9,2
344,prick,-0.051826477,-0.65322205,-0.029971935,0.61293521,-0.073843387,0.009276671,2.35,0
345,robot,-0.38821792,-0.227535274,0.58408787,0.329672056,0.310525566,-0.19335432,2.36,0
346,point,-0.841896437,-0.381076237,0.614662147,0.40451841,-0.181698871,-0.157590545,1.96,0
347,proxy,0.52496829,0.117731231,0.512151537,0.417050931,-0.198786073,0.193696668,3.36,3
348,shire,-0.066824326,-0.040081553,-0.394701177,0.706691602,0.064463074,-0.120094766,2.31,0
349,solar,-0.650699178,0.008785905,0.484363068,0.425276025,0.125871593,-0.032831576,2.27,0
350,panic,-0.496005507,-0.122641467,0.238230122,0.509997504,-0.11675269,-0.09491292,2.17,0
351,tangy,0.332484469,-0.145425395,0.16596736,0.585637519,-0.290688435,-0.090900188,2.84,2
352,abbey,0.652993365,0.29178326,-0.123734044,0.556502429,0.172392514,-0.271352441,3.15,2
353,favor,0.571106242,0.19197982,-0.115611233,0.646021844,-0.208244944,-0.024558376,3.11,2
354,drink,-0.684418902,-0.258759343,0.617720924,0.411902543,-0.012679321,0.078543693,2.17,0
355,query,0.429383532,0.349466814,-0.05608342,0.62949408,-0.504275051,-0.279693816,2.96,2
356,gorge,0.528422827,0.272487817,0.260840979,0.475368769,0.082401177,-0.297094173,3.18,2
357,crank,-0.008845279,0.057932953,0.230080084,0.549546237,-0.064840633,0.067169176,2.71,1
358,slump,-0.117634664,0.058240889,0.13183408,0.550330887,0.073596139,0.153933151,2.61,1
