,word,logDate,frequencySum,wordVar,frequencyGap,frequencyGap2,frequencyLevel,repeatLetters,location,difficultyLevel
272,fewer,0.347850874,0.519257633,0.963635014,0.845744681,1,0,0.444444444,0.619500235,-1
273,trope,0.344439704,0.565954899,0.355190746,0.682845745,0.489038626,0.833333333,0,0.346304159,-1
274,snout,0.341016628,0.530433047,0.33759054,0.601230053,0.474992882,0.666666667,0,0.231138845,-1
275,lowly,0.337581562,0.252743963,0.208909474,0.47606383,0.385593622,0.666666667,0.444444444,0.754753084,-1
276,stove,0.334134422,0.624875274,0.774952089,0.903257979,0.825946664,0.166666667,0,0.249735505,-1
277,shall,0.330675123,0.59494113,0.508300028,0.726230053,0.653696498,0,0.444444444,0.338899316,-1
278,found,0.327203578,0.211634404,0.170009587,0.463430851,0.302647812,0,0,0.83051078,-1
279,nymph,0.323719701,0.077479545,0.019661185,0.109375,0.062446617,0.833333333,0,0.205665778,1
280,epoxy,0.320223404,0.31201357,0.757078972,0.970578457,0.77441397,1,0,0.294165195,-1
281,depot,0.316714598,0.480941928,0.422764454,0.682845745,0.568947518,0.5,0,0.313184242,1
282,chest,0.313193192,0.557723009,0.724490214,0.726230053,0.84521211,0,0,0.386871679,-1
283,purge,0.309659097,0.387397725,0.52091928,0.745345745,0.619151561,0.833333333,0,0.6974782,1
284,slosh,0.306112221,0.68184993,0.555666195,0.726230053,0.717756477,0.833333333,0.444444444,0.229706293,-1
285,their,0.30255247,0.519058072,0.386305133,0.72606383,0.487045649,0,0,0.315763484,-1
286,renew,0.29897975,0.610906007,0.726753743,0.845744681,0.825661953,0.166666667,0.444444444,0.346421565,-1
287,allow,0.295393968,0.448014368,0.398674034,0.733710106,0.510866471,0,0.444444444,0.130314863,-1
288,saute,0.291795027,0.792855717,0.477621173,0.601230053,0.653506691,1,0,0.506789301,-1
289,movie,0.288182831,0.414138894,0.649499853,0.903091755,0.739963937,0,0,0.670897334,-1
290,cater,0.28455728,0.643683895,0.444812283,0.681515957,0.635380089,0.333333333,0,0.60495641,-1
291,tease,0.280918276,0.99995011,0.257967015,0.470910904,0.32352662,0.166666667,0.444444444,0.262516099,-1
292,smelt,0.27726572,0.635601676,0.564220044,0.690159574,0.704280156,1,0,0.202458437,-1
293,focus,0.273599509,0.375523848,0.601962323,0.833277926,0.695264307,0,0,0.881835067,1
294,today,0.269919541,0.450059868,0.30772786,0.561668883,0.499762741,0,0,0.705800973,1
295,watch,0.266225712,0.243514269,0.464742816,0.733710106,0.555376293,0,0,0.504188224,-1
296,lapse,0.262517918,0.772101377,0.552831069,0.683011968,0.692986619,0.666666667,0,0.28283441,-1
297,month,0.258796053,0.259080024,0.138524441,0.356382979,0.319350859,0,0,0.671464425,1
298,sweet,0.255060009,0.753043305,0.8249869,0.845910904,0.793204897,0.5,0.444444444,0.321118767,-1
299,hoard,0.251309678,0.47734983,0.343849174,0.614029255,0.529657398,0.833333333,0,0.562552893,-1
300,cloth,0.247544951,0.282528437,0.141577165,0.356382979,0.321723451,0.166666667,0,0.499591264,-1
301,brine,0.243765715,0.495360208,0.420296127,0.748005319,0.532124893,0.833333333,0,0.624328182,1
302,ahead,0.23997186,0.67965476,0.638344753,0.72606383,0.740723166,0,0.444444444,0.312224004,1
303,mourn,0.236163272,0.339602874,0.13244422,0.3203125,0.329790263,0.333333333,0,0.547031811,-1
304,nasty,0.232339835,0.585960886,0.494888091,0.673869681,0.66356648,0.166666667,0,0.564359468,1
305,rupee,0.228501433,0.637796847,0.599498105,0.682845745,0.774508873,1,0.444444444,0.508441662,-1
306,choke,0.22464795,0.35741369,0.608286972,0.768284574,0.683591155,0.833333333,0,0.618557015,-1
307,chant,0.220779265,0.338954301,0.343919721,0.614029255,0.461611464,0.5,0,0.558370466,-1
308,spill,0.216895259,0.496657354,0.357457752,0.683011968,0.417386353,0.5,0.444444444,0.259156832,1
309,vivid,0.212995809,0.106266214,0.285985446,0.420378989,0.521495682,0.166666667,0.444444444,0.671226839,-1
310,bloke,0.209080792,0.417880663,0.563832797,0.768284574,0.69611844,1,0,0.619507582,1
311,trove,0.205150084,0.499850329,0.571124994,0.903091755,0.614785992,0.833333333,0,0.357856999,-1
312,thorn,0.201203559,0.367890641,0.13370442,0.356382979,0.30853184,0.5,0,0.34702667,-1
313,other,0.197241087,0.552983436,0.390686902,0.72606383,0.513713581,0,0,0.071643093,1
314,tacit,0.193262541,0.455797246,0.252842014,0.569481383,0.359779823,0.666666667,0.444444444,0.437868113,-1
315,swill,0.189267789,0.447764917,0.491871496,0.845910904,0.510391952,1,0.444444444,0.286797032,-1
316,dodge,0.185256698,0.420175614,0.505905636,0.745345745,0.604631299,0.333333333,0.444444444,0.517948659,-1
317,shake,0.181229134,0.666034724,0.863925276,0.768450798,0.894751827,0.333333333,0,0.464354655,-1
318,caulk,0.177184962,0.308072241,0.379880239,0.65625,0.492929676,1,0,0.584481191,-1
319,aroma,0.173124044,0.664538016,0.332252645,0.577958777,0.494448135,0.333333333,0.444444444,0.18828306,1
320,cynic,0.169046241,0.180153662,0.067580897,0.198803191,0.19199013,0.833333333,0.444444444,0.395572292,1
321,robin,0.164951411,0.384404311,0.15228778,0.378324468,0.321059125,1,0,0.418059541,1
322,ultra,0.160839412,0.503641988,0.210414574,0.489029255,0.351713011,0.666666667,0,0.101176404,1
323,ulcer,0.156710099,0.474007184,0.405905158,0.681515957,0.536015944,0.5,0,0.251446178,-1
324,pause,0.152563326,0.729195769,0.654993888,0.683011968,0.774603777,0.166666667,0,0.50388308,1
325,humor,0.148398945,0.280083816,0.186656139,0.356382979,0.401157825,0.166666667,0,0.473468845,1
326,frame,0.144216805,0.532378767,0.722133591,0.833111702,0.847110183,0.166666667,0,0.52073917,-1
327,elder,0.140016755,0.702354819,0.452731029,0.610704787,0.651703521,0.5,0.444444444,0.209670598,-1
328,skill,0.135798639,0.47101377,0.422008645,0.768450798,0.466166841,0,0.444444444,0.22577518,-1
329,aloft,0.131562303,0.448014368,0.388030253,0.721077128,0.510866471,0.666666667,0,0.249367859,1
330,pleat,0.127307588,0.604071044,0.474383739,0.682845745,0.636139319,1,0,0.367323149,1
331,shard,0.123034333,0.588355618,0.560567788,0.726230053,0.74081807,0.5,0,0.429072404,1
332,moist,0.118742377,0.543953303,0.363673291,0.690159574,0.493214387,0.333333333,0,0.520734601,-1
333,those,0.114431556,0.678008382,0.561377705,0.726230053,0.724874253,0,0,0.316683699,-1
334,light,0.110101702,0.229445221,0.114517169,0.262632979,0.293631964,0.166666667,0,0.33413371,1
335,wrung,0.105752647,0.153412493,0.173681311,0.429355053,0.360064534,1,0,0.41823193,-1
336,could,0.101384219,0.278038316,0.107609016,0.311835106,0.255860302,0,0,0.752293573,1
337,perky,0.096996247,0.358710836,0.564497536,0.768284574,0.632248268,1,0,0.858394834,-1
338,mount,0.092588552,0.296597486,0.100048105,0.3203125,0.247983297,0.333333333,0,0.634943574,-1
339,whack,0.088160959,0.154210736,0.491700779,0.733710106,0.459143969,0.833333333,0,0.447996085,1
340,sugar,0.083713285,0.585461984,0.572371176,0.745511968,0.746322483,0,0,0.435190121,1
341,knoll,0.079245349,0.319796448,0.132960666,0.398603723,0.258043086,1,0.444444444,0.234139494,-1
342,crimp,0.074756964,0.234983037,0.137479505,0.273603723,0.311948372,1,0,0.413795364,1
343,wince,0.070247943,0.359758531,0.563368199,0.845744681,0.637847585,0.333333333,0,0.60033698,-1
344,prick,0.065718095,0.211484734,0.166712768,0.351894947,0.356648002,1,0,0.459157699,-1
345,robot,0.061167227,0.435442028,0.170232301,0.378324468,0.315175097,0.166666667,0.444444444,0.394765333,-1
346,point,0.056595143,0.360955897,0.094698651,0.313164894,0.24599032,0,0,0.692730603,-1
347,proxy,0.052001643,0.187038515,0.35838917,0.600897606,0.53668027,0.5,0,0.614175018,-1
348,shire,0.047386528,0.687088406,0.536007394,0.726230053,0.680933852,1,0,0.407102706,-1
349,solar,0.042749591,0.767810816,0.222764094,0.458277926,0.426117491,0,0,0.454835625,-1
350,panic,0.038090626,0.375024945,0.328710417,0.57081117,0.48087691,0.333333333,0,0.537641498,-1
351,tangy,0.033409422,0.335511874,0.351348764,0.63331117,0.468159818,0.833333333,0,0.804362755,-1
352,abbey,0.028705766,0.436589503,0.775262731,0.748005319,0.831640885,1,0.444444444,0.491192338,-1
353,favor,0.023979442,0.35746358,0.639482136,0.791057181,0.757710923,1,0,0.636725027,-1
354,drink,0.01923023,0.279285572,0.131232542,0.351894947,0.315459808,0,0,0.405767205,-1
355,query,0.014457908,0.313759729,0.742372072,0.999833777,0.759229382,0.833333333,0,0.977020387,-1
356,gorge,0.009662249,0.46477749,0.55167479,0.745345745,0.681503274,0.666666667,0.444444444,0.673020107,-1
357,crank,0.004843024,0.369287567,0.39433788,0.65625,0.567523963,0.5,0,0.472038591,1
358,slump,0,0.364847336,0.469168438,0.690159574,0.513049255,0.5,0,0.249546985,1
